0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,80+ y/o % of total pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,% Two or more races,N_POP_CHG_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_NET_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOV517_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Percent of Population Aged 60+,COUNTY_NAME,STATE_NAME,CNTY_FIPS,anycondition_Upper 95% CI,Obesity_Upper 95% CI,Heart disease_Upper 95% CI,Heart disease_number,COPD_Upper 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code,COUNTY_NAME_N,STATE_NAME_N
11.0602999,15.84600659,20.14250771,10.10315857,9.071572902,11.21982346,5.434435818,95.54397533,136,1.446346911,81,0.861427204,59,0.627459322,13,0.138253749,1.382537488,143,10.4,5.0,5.4,2.1,10.0,4.2,25.4,35.9,34.5,8.9,2.4,55970,93.7,80.3,6.2,20.9,Wayne,Nebraska,179,41.2,37.1,6.8,467,6.5,2.8,196,6,439,27
11.63317294,12.17095952,11.0670818,9.510331163,10.55759977,14.26549674,7.132748372,96.12227569,18,0.509482027,14,0.396263799,15,0.424568356,13,0.367959241,2.179450892,13,8.8,15.3,-6.5,0.0,10.2,7.8,34.9,34.7,22.6,14.2,2.8,45058,75.4,80.3,6.2,30.9,Webster,Nebraska,181,49.0,40.1,9.5,236,9.2,3.7,94,6,440,27
11.80124224,9.440993789,9.192546584,8.819875776,9.689440994,14.16149068,8.447204969,98.13664596,0,0.0,1,0.124223603,3,0.372670808,0,0.0,1.366459627,-11,12.3,4.9,7.4,0.0,-21.0,4.8,34.3,43.6,17.3,19.8,2.5,53369,89.4,80.3,6.2,34.2,Wheeler,Nebraska,183,49.4,38.4,11.0,64,10.4,4.2,25,6,441,27
12.997386,13.3023526,12.37293058,11.58873076,10.17281441,12.42375835,6.142898635,95.04792332,230,1.670055184,120,0.87133314,112,0.813244264,9,0.065349985,1.532094104,2,12.5,10.0,2.5,0.4,-2.4,6.3,29.5,36.1,28.1,11.1,2.5,61478,102.9,80.3,6.2,25.9,York,Nebraska,185,50.4,42.9,7.9,749,7.8,3.2,311,6,803,27
12.67594108,12.27905074,12.700491,12.68003273,10.56055646,13.39198036,3.83797054,84.23486088,589,2.409983633,1337,5.470540098,755,3.089198036,99,0.40507365,4.390343699,451,12.0,10.4,1.5,-0.8,17.1,9.1,32.4,41.1,17.5,17.2,3.9,58429,99.5,65.0,5.0,23.7,Churchill,Nevada,1,47.3,32.7,8.9,1536,9.9,3.4,609,5,1104,28
12.74233783,12.66167992,13.62231572,14.50928395,13.49039521,12.5904769,2.941370208,69.90881622,286291,12.82868662,27371,1.226493258,231352,10.36687254,19377,0.868282484,4.80084888,48337,12.3,7.9,4.4,1.4,17.4,14.3,28.6,33.2,23.9,18.7,4.8,57155,97.3,65.0,5.0,19.2,Clark,Nevada,3,45.3,32.4,7.6,120639,8.3,3.3,53399,1,117,28
7.900220769,10.18424908,8.649183981,10.11409825,10.0914024,14.8080137,5.909175315,91.61078672,497,1.02543999,1118,2.306724163,883,1.821858172,108,0.22283203,3.012358925,449,5.1,11.0,-5.9,0.1,15.2,6.3,24.1,40.8,28.9,10.0,4.3,70495,120.0,65.0,5.0,34.3,Douglas,Nevada,5,43.7,29.6,10.0,3663,10.3,3.8,1426,5,240,28
14.83225315,14.7998475,13.70758673,14.43766679,12.20930233,12.87647732,2.235989325,87.99656881,731,1.393442623,3394,6.469691193,684,1.303850553,138,0.263057568,2.573389249,89,13.6,6.9,6.7,-0.2,-5.0,14.8,29.6,37.4,18.2,9.3,3.3,79134,134.7,65.0,5.0,15.3,Elko,Nevada,7,42.8,32.4,7.1,2456,8.7,2.9,1036,5,1105,28
7.869249395,8.353510896,7.021791768,10.89588378,10.41162228,12.46973366,9.322033898,84.62469734,30,3.631961259,59,7.142857143,4,0.484261501,1,0.121065375,3.995157385,-17,7.2,4.8,2.4,-1.2,-22.8,12.2,42.3,29.0,16.5,19.4,4.8,50179,85.4,65.0,5.0,35.0,Esmeralda,Nevada,9,56.5,36.2,15.7,100,15.2,5.5,36,6,1106,28
12.23165252,13.52970544,8.537194209,11.78232651,13.57963055,16.67498752,3.045431852,91.81228158,20,0.998502247,63,3.145282077,21,1.048427359,3,0.149775337,2.845731403,53,8.6,5.1,3.5,0.0,22.8,6.8,39.0,42.5,11.7,8.2,2.7,70036,119.2,65.0,5.0,26.2,Eureka,Nevada,11,46.7,33.1,8.3,118,9.4,3.2,46,5,1107,28
15.14952937,14.142738,12.14106994,13.59466222,11.77171452,12.92148219,2.609317288,89.72953652,186,1.108066246,817,4.867151197,155,0.923388538,58,0.345526034,3.026331467,84,13.7,6.8,6.9,0.1,-1.9,16.4,34.3,33.0,16.3,16.5,3.4,72873,124.1,65.0,5.0,18.5,Humboldt,Nevada,13,45.9,32.4,8.0,899,9.3,3.2,366,5,177,28
15.26457399,13.43497758,11.35426009,13.50672646,11.04932735,13.77578475,3.443946188,88.95067265,58,1.040358744,326,5.847533632,91,1.632286996,1,0.01793722,2.511210762,-29,14.3,6.4,7.9,1.3,-13.1,15.1,38.7,34.7,11.6,13.2,3.7,79278,135.0,65.0,5.0,19.6,Lander,Nevada,15,46.3,33.6,8.8,331,10.4,3.5,133,6,1108,28
9.305902711,13.36281484,11.36319938,11.45933474,11.34397231,12.47836954,5.383580081,91.19400115,172,3.307056335,97,1.865025957,41,0.78830994,18,0.346087291,2.499519323,19,7.1,11.6,-4.4,-0.2,8.5,14.4,32.7,35.1,17.7,15.0,4.5,55504,94.5,65.0,5.0,27.3,Lincoln,Nevada,17,47.9,31.9,9.8,370,10.8,3.6,139,6,138,28
11.41413417,11.94452408,10.98767202,12.47491399,11.01992546,13.52494266,3.703770069,89.6018492,756,1.354644495,1862,3.33643922,911,1.632382454,187,0.335077408,3.739607225,1893,10.4,11.1,-0.6,-0.5,34.9,12.9,32.5,40.6,14.0,17.2,5.4,59732,101.7,65.0,5.0,27.8,Lyon,Nevada,19,51.1,33.3,9.8,3921,11.3,3.8,1548,5,603,28
11.34249003,10.05759858,10.5671245,12.02924236,8.972086841,13.73504652,6.247230837,69.36198494,191,4.231280461,817,18.09924679,154,3.41160833,10,0.221533008,4.674346478,60,10.5,21.6,-11.2,1.3,24.5,12.9,36.7,36.0,14.4,24.8,5.5,44438,75.7,65.0,5.0,30.0,Mineral,Nevada,21,56.6,38.5,12.1,407,13.2,4.7,159,6,257,28
8.889427954,9.584086799,9.676707979,8.774754113,9.451770829,14.31217748,6.03140299,88.88986901,1622,3.576941737,822,1.812728796,830,1.830370926,273,0.602037666,3.288051868,1295,8.3,16.3,-8.0,-0.5,36.8,14.2,36.9,37.4,11.5,23.3,5.7,47031,80.1,65.0,5.0,36.9,Nye,Nevada,23,55.8,33.5,12.5,4314,13.4,4.6,1624,5,1109,28
8.835883588,9.405940594,13.77137714,14.49144914,15.84158416,15.13651365,2.97029703,86.27362736,308,4.620462046,302,4.530453045,87,1.305130513,19,0.285028503,2.98529853,193,5.9,6.8,-0.9,-0.2,30.0,18.3,33.7,33.2,14.8,16.9,4.1,42522,72.4,65.0,5.0,22.0,Pershing,Nevada,27,50.8,35.9,8.7,449,9.7,3.3,174,6,1110,28
5.311491685,8.14097791,7.247455944,8.46363862,10.89600397,17.10101762,4.839910648,91.03996029,65,1.613303549,75,1.861504095,97,2.407545297,19,0.471581038,2.606105733,26,4.7,4.7,0.0,0.0,6.2,5.2,30.0,36.2,28.7,10.4,4.4,68236,116.2,65.0,5.0,38.8,Storey,Nevada,29,51.5,33.6,10.7,341,11.0,4.0,130,3,1111,28
11.90462387,12.02185792,14.41892922,13.84671541,11.94262832,12.99408462,3.127959032,84.80122817,12611,2.707762998,10328,2.217570077,26822,5.759068998,3443,0.739261597,3.775108162,8402,11.7,8.5,3.1,0.2,15.0,11.7,23.9,33.9,30.5,10.6,3.6,63636,108.3,65.0,5.0,21.4,Washoe,Nevada,31,38.6,26.5,7.6,25303,8.9,3.2,10881,3,1112,28
10.90237467,10.75461741,12.97097625,15.07124011,12.08443272,13.73087071,4.453825858,85.69920844,483,5.09762533,480,5.065963061,114,1.203166227,19,0.200527705,2.733509235,-124,10.6,9.8,0.8,-0.2,-13.8,14.1,37.9,33.1,14.9,14.2,3.7,58942,100.3,65.0,5.0,23.2,White Pine,Nevada,33,53.3,35.8,9.0,630,10.0,3.4,242,6,1113,28
11.09647382,11.30941639,12.55639369,12.10885336,11.48265781,13.74562385,4.666690728,88.80066409,1238,2.234092468,1603,2.89277078,1410,2.544483344,189,0.341069044,3.186920273,806,11.7,11.5,0.2,0.0,14.5,12.7,27.5,37.5,22.3,15.3,4.7,56382,96.0,65.0,5.0,26.6,Carson City,Nevada,510,50.7,37.3,9.4,3796,10.5,3.7,1533,4,1114,28
9.383501032,10.91901282,10.45196814,10.80266134,11.53026777,16.07125299,4.975254826,96.43407296,398,0.652223788,182,0.298253089,685,1.122545967,12,0.019665039,1.47323916,177,8.2,12.6,-4.4,0.3,7.3,7.4,28.5,31.6,32.4,10.2,2.5,64777,86.0,99.6,8.6,28.6,Belknap,New Hampshire,1,46.1,31.8,8.9,3993,10.4,3.3,1508,5,1115,29
7.978843355,9.407736936,8.995674368,9.247832059,10.39791714,16.10324115,6.018983579,97.03355952,289,0.59246807,172,0.352610755,361,0.740072572,20,0.041001251,1.240287829,670,6.6,11.4,-4.7,0.1,18.5,6.2,29.9,30.3,33.6,13.3,2.5,59413,78.9,99.6,8.6,34.3,Carroll,New Hampshire,3,45.3,30.8,10.0,3636,11.4,3.8,1421,6,115,29
9.50936687,12.43512478,13.50973292,11.58275921,10.6401893,14.67193076,4.498450839,95.52769534,623,0.81445361,240,0.3137542,1322,1.728262717,35,0.045755821,1.570078308,308,8.4,9.4,-1.0,0.7,5.0,7.0,31.3,29.1,32.6,11.3,2.5,60251,80.0,99.6,8.6,25.5,Cheshire,New Hampshire,5,43.0,33.1,7.9,4407,9.5,3.1,1781,5,1116,29
8.129412137,9.867358891,10.96267688,10.63977967,12.12763937,15.73965621,5.850137706,96.49878122,287,0.908544114,153,0.484345817,192,0.607806515,2,0.006331318,1.494191016,5,7.1,13.1,-6.0,0.0,6.2,11.4,40.1,30.5,18.1,19.3,3.2,44259,58.8,99.6,8.6,30.5,Coos,New Hampshire,7,50.0,38.6,10.4,2488,11.9,3.7,906,5,1117,29
8.41779342,12.32708886,14.83638875,11.25453857,10.56734903,14.03225447,4.898313768,92.68371461,1093,1.217339006,348,0.387588265,3406,3.79346446,30,0.033412782,1.884480877,-161,7.8,9.2,-1.3,2.2,-0.4,7.2,27.0,25.3,40.5,11.2,2.1,65163,86.5,99.6,8.6,26.6,Grafton,New Hampshire,9,36.0,27.7,7.6,5071,9.0,3.1,2129,5,1118,29
10.66618181,11.99623357,13.33206501,13.01201454,12.77938191,15.61408029,3.80303771,90.0203975,12645,3.045175522,1340,0.322699502,18683,4.499249844,274,0.065984823,2.04649281,2090,10.1,8.2,1.9,3.5,3.2,8.2,26.3,28.2,37.3,9.2,2.6,78714,104.5,99.6,8.6,20.8,Hillsborough,New Hampshire,11,39.8,30.4,6.6,19634,8.5,2.8,8508,3,311,29
9.905248392,12.03848292,12.58701003,12.19397613,12.1774343,15.3223672,4.488129582,94.06876108,2420,1.601249239,436,0.288489532,3579,2.368128523,51,0.033745335,1.639626287,963,8.7,8.9,-0.2,2.6,6.7,6.3,27.8,30.3,35.6,8.6,2.2,74351,98.7,99.6,8.6,23.5,Merrimack,New Hampshire,13,39.5,28.3,7.2,7788,9.0,2.9,3308,5,1119,29
9.708709602,11.66164256,11.42294357,11.83533004,12.84866872,16.86094652,3.968936787,94.87347013,3489,1.128483453,697,0.225437938,6895,2.230121355,147,0.047545734,1.494941393,1895,8.7,7.9,0.8,0.8,5.4,5.2,25.1,29.0,40.7,5.6,2.8,93645,124.3,99.6,8.6,23.1,Rockingham,New Hampshire,15,41.5,30.2,7.2,15962,8.3,2.8,6409,2,1120,29
9.914674456,13.44838189,17.93988777,12.1308325,11.31908679,13.79275886,3.51372127,92.63202398,1736,1.334460758,352,0.270581905,4876,3.748174341,61,0.046890614,1.967868399,669,9.2,8.2,1.0,2.1,4.2,7.5,28.0,28.9,35.6,9.5,2.3,69919,92.8,99.6,8.6,19.8,Strafford,New Hampshire,17,41.1,31.4,6.6,6329,8.1,2.7,2656,2,1121,29
9.70239199,10.9818283,10.66892268,11.16030039,12.07352123,15.69627295,4.916094938,96.09910996,313,0.725477471,170,0.394029297,461,1.068514741,5,0.011589097,1.701279436,75,9.1,10.3,-1.2,0.1,3.0,8.9,37.2,27.0,26.8,13.0,2.1,60034,79.7,99.6,8.6,27.6,Sullivan,New Hampshire,19,42.0,31.1,8.5,2687,11.0,3.4,1095,5,569,29
11.3231787,12.43948476,12.73749289,11.36085356,12.03787077,14.90304375,4.349562407,71.13653745,45468,17.13000463,1755,0.661193766,22037,8.302408554,215,0.081000946,2.688854647,-899,10.2,10.5,-0.3,4.9,-3.1,13.1,32.1,27.4,27.4,18.2,5.9,60826,74.4,87.5,6.7,22.9,Atlantic,New Jersey,1,42.5,31.2,8.3,15928,8.5,3.4,6795,3,1122,30
11.01386582,12.45510798,11.43203956,12.62752324,13.70567913,14.90084254,4.834566752,73.03862956,68264,7.287774423,4398,0.469524668,158538,16.92530736,848,0.090531359,2.188232631,3123,9.9,7.8,2.1,5.1,1.2,7.8,23.5,20.5,48.3,7.9,3.4,100181,122.5,87.5,6.7,22.6,Bergen,New Jersey,3,31.3,22.9,6.5,43823,6.2,2.8,19576,2,1123,30
10.72669876,12.22203761,12.63246996,12.43556122,12.87181399,15.40962405,4.362976667,73.13194906,80933,18.17151043,1488,0.334093726,23781,5.339437429,391,0.087789413,2.935219945,188,9.7,9.2,0.5,1.3,0.0,6.4,28.3,27.8,37.5,7.2,3.8,84470,103.3,87.5,6.7,21.9,Burlington,New Jersey,5,44.2,31.9,7.0,22505,7.2,2.9,9726,2,1124,30
12.40538931,12.54382955,13.06248743,13.45493198,12.5923428,13.88050754,3.976705753,69.15208311,109413,21.57715381,3235,0.637968912,30428,6.000654732,555,0.109450617,2.522688817,735,11.9,9.4,2.5,3.1,-1.0,11.6,30.1,26.6,31.8,17.0,4.6,67135,82.1,87.5,6.7,20.4,Camden,New Jersey,7,40.9,30.6,7.2,25870,7.7,3.2,11719,2,353,30
9.531114952,9.939498704,11.01555748,9.77852204,9.714779602,14.82281763,6.409896283,91.75561798,4514,4.876836646,316,0.341400173,935,1.010155575,72,0.077787381,1.938202247,-624,8.7,14.0,-5.3,1.4,-1.3,8.8,32.6,27.2,31.5,15.3,8.4,62175,76.0,87.5,6.7,33.8,Cape May,New Jersey,9,45.9,33.1,9.8,6716,9.9,3.7,2631,4,1125,30
13.19714914,12.94610921,13.20708476,13.74824471,12.80701057,12.89311925,3.842434359,71.86961821,32994,21.85438359,2466,1.633415468,2243,1.485705959,204,0.135124394,3.021752378,-776,11.7,9.6,2.2,3.9,-7.4,22.1,38.5,24.7,14.7,20.9,6.5,51790,63.3,87.5,6.7,19.5,Cumberland,New Jersey,11,48.9,40.8,8.7,9243,9.5,3.7,4018,4,493,30
13.19971942,12.83836417,13.42240928,13.85953659,13.96731798,13.45516882,3.533654177,49.01427541,335030,41.89095074,5956,0.744716899,46356,5.79618814,1066,0.13328882,2.420579994,3859,12.8,8.2,4.6,7.1,0.2,14.3,28.1,22.8,34.8,20.0,5.2,62875,76.9,87.5,6.7,18.3,Essex,New Jersey,13,42.0,31.3,7.0,39828,7.1,3.4,19711,1,825,30
11.11397079,13.095042,12.74638994,12.32944875,13.19147038,14.95326141,3.641286444,83.08591391,32708,11.22412562,810,0.277960797,9032,3.09943447,207,0.071034426,2.241530775,558,9.5,9.2,0.3,0.9,1.7,7.1,33.0,28.0,31.9,7.9,4.2,81315,99.4,87.5,6.7,20.9,Gloucester,New Jersey,15,46.9,36.3,6.8,13997,7.7,2.9,6062,2,1126,30
12.56972374,9.772490944,16.50501952,19.58565869,13.11893453,11.68208194,2.986416906,64.73424735,100352,14.84363097,7526,1.113213157,111027,16.4226305,1320,0.195248654,2.69102936,3139,15.1,6.6,8.5,14.9,-3.9,15.8,25.7,17.6,40.9,22.5,3.9,73337,89.7,87.5,6.7,16.2,Hudson,New Jersey,17,31.2,25.1,5.8,29169,5.4,2.8,14524,1,1127,30
8.968519974,12.77883798,10.91938355,9.719037157,12.72671873,18.11344356,4.353961865,91.04350755,3601,2.887406386,259,0.207675161,5246,4.206424299,265,0.212486168,1.442500441,86,7.4,8.0,-0.6,0.7,1.3,4.9,21.2,21.9,52.0,3.6,3.3,112335,137.4,87.5,6.7,24.1,Hunterdon,New Jersey,19,36.7,30.1,6.9,6220,7.1,2.8,2641,2,1128,30
11.4761324,13.38440447,14.27594095,12.33927601,13.28191968,13.97849172,4.035034112,63.62547355,79472,21.48989619,2235,0.604362769,42984,11.62323457,806,0.217949169,2.439083748,1209,11.4,8.2,3.2,7.2,0.0,12.0,24.5,21.6,42.0,13.2,3.7,79979,97.8,87.5,6.7,20.2,Mercer,New Jersey,21,39.9,31.7,6.6,17650,6.8,3.0,8158,3,519,30
11.74638568,12.80992184,13.14812248,13.83922814,13.54309166,13.73485118,3.815906037,60.26118346,97378,11.73674346,5315,0.640604567,207895,25.05709998,959,0.115586036,2.18878249,2001,10.9,7.6,3.3,8.5,-0.9,10.2,25.7,21.4,42.7,10.0,3.6,87666,107.2,87.5,6.7,19.7,Middlesex,New Jersey,23,37.8,26.6,6.1,36449,5.8,2.7,16736,2,280,30
10.58800619,13.02606888,11.54012045,10.80285956,12.83857511,16.29859951,4.518197356,84.59139235,46982,7.561229187,1730,0.278424216,35218,5.667944521,416,0.066950563,1.834059168,-973,9.4,9.4,0.0,1.2,-1.5,6.8,24.0,24.2,44.9,8.8,3.7,99223,121.3,87.5,6.7,22.7,Monmouth,New Jersey,25,39.0,31.0,6.9,30634,7.3,2.9,13401,2,1129,30
10.55140542,13.10387109,11.4428968,11.67355957,13.36043284,16.07557645,4.574811625,83.24154034,18612,3.765873241,1550,0.313620434,53118,10.74767112,207,0.041883503,1.889411365,3,9.2,7.8,1.4,3.5,-1.4,5.7,20.2,20.6,53.6,4.8,3.3,112396,137.4,87.5,6.7,22.2,Morris,New Jersey,27,33.0,27.0,6.3,21949,6.1,2.7,9826,2,657,30
13.66888778,12.26857431,11.11940311,10.40968934,10.38974422,12.91113951,6.287199722,92.80878782,21342,3.54723918,1620,0.269259089,11679,1.941158579,252,0.041884747,1.391670586,6181,14.1,12.0,2.1,0.6,8.2,8.2,33.9,28.7,29.2,15.3,4.3,68483,83.7,87.5,6.7,28.4,Ocean,New Jersey,29,40.5,28.7,9.3,37986,9.1,3.5,14890,2,1130,30
13.33134649,13.25703841,13.92283086,12.93318233,12.60535257,13.43923228,3.670501282,74.71061572,75723,15.04500209,7479,1.485962925,28961,5.754107806,1091,0.216765016,2.787546443,-384,13.2,7.7,5.5,6.9,-6.3,16.6,34.1,21.2,28.1,20.8,5.1,71959,88.0,87.5,6.7,19.2,Passaic,New Jersey,31,41.1,32.1,7.4,26093,7.6,3.4,12135,2,1131,30
11.26870797,12.27658249,12.09609149,11.69837239,12.05935439,14.908876,4.863673391,81.31199387,9204,14.70123149,373,0.595780025,660,1.054195218,31,0.04951523,2.28728417,-231,10.0,11.9,-1.9,1.5,-1.8,12.3,37.7,29.0,20.9,15.6,5.4,64524,78.9,87.5,6.7,24.5,Salem,New Jersey,33,47.9,32.4,8.7,3928,9.5,3.5,1609,2,1132,30
10.86500948,13.3900424,11.44448068,11.82133324,14.03322825,16.11890181,4.236571608,68.56995326,34372,10.37914749,1198,0.361754297,61439,18.55243927,271,0.081832566,2.054873114,464,9.6,7.9,1.7,4.3,-0.3,5.3,20.0,20.2,54.5,4.8,3.4,119731,146.4,87.5,6.7,20.3,Somerset,New Jersey,35,35.4,27.3,6.0,14162,5.6,2.6,6354,2,801,30
9.648506026,12.3928437,11.64425884,10.77493448,12.80406821,17.48307872,3.547610423,93.50066407,3531,2.507830311,397,0.28196223,2823,2.004985831,59,0.041903707,1.662653854,-386,8.3,8.9,-0.6,0.3,-2.1,5.2,31.4,28.5,34.9,5.5,4.0,92284,112.8,87.5,6.7,22.8,Sussex,New Jersey,37,36.1,27.7,7.0,7128,7.4,2.8,2967,2,287,30
12.80724357,12.96654344,12.41750542,13.43297489,13.78812938,14.21442228,3.84577479,67.60120201,132122,23.67493509,4272,0.765499483,31722,5.684263717,658,0.11790699,2.156192715,2794,11.8,7.7,4.2,7.0,0.8,13.8,28.7,22.4,35.1,10.1,4.3,80737,98.7,87.5,6.7,19.1,Union,New Jersey,39,37.5,28.9,6.6,26228,6.7,3.1,12751,1,161,30
9.603985668,12.53367871,11.89271973,10.87928606,12.6319969,16.89465773,4.766541563,89.50736914,5739,5.425462521,328,0.310080451,3129,2.958054056,91,0.086028418,1.713005417,-90,8.9,9.2,-0.3,1.9,-0.5,8.8,31.5,27.8,31.8,8.2,3.8,77571,94.9,87.5,6.7,23.0,Warren,New Jersey,41,39.2,33.7,7.6,5782,8.1,3.1,2408,3,438,30
11.60260557,12.61056047,14.07202877,14.33812533,11.96299991,12.69307103,3.766607092,84.24328239,23386,3.445699947,42255,6.225863819,19454,2.86635794,1017,0.149845072,3.068950834,15,10.8,8.7,2.1,1.2,-2.0,11.2,23.2,31.6,33.9,21.5,4.5,51372,108.4,82.1,7.3,20.9,Bernalillo,New Mexico,1,39.0,28.3,6.7,32977,6.8,3.4,16872,3,1133,31
6.008943544,7.769703745,7.154835103,6.092789268,6.847400783,13.3314701,8.272778088,92.25824483,28,0.782560089,136,3.801006149,10,0.279485746,1,0.027948575,2.850754612,11,3.9,7.3,-3.4,-0.3,6.4,6.1,42.9,28.8,22.2,39.9,6.4,34777,73.4,82.1,7.3,50.5,Catron,New Mexico,3,48.5,31.3,14.1,403,12.5,5.5,159,6,1134,31
13.78905223,15.78784647,12.92955526,12.71004344,10.865835,12.04377869,4.20937099,92.10994141,1526,2.358979115,1488,2.300236516,752,1.162485121,167,0.258158265,1.81019957,-464,13.1,10.1,3.0,1.4,-10.2,22.0,27.8,32.5,17.8,22.2,4.9,43527,91.8,82.1,7.3,21.3,Chaves,New Mexico,5,49.2,35.1,8.6,3790,8.6,3.9,1758,5,1135,31
13.1907575,12.89164735,13.84879982,13.34405145,11.7699843,12.19247738,3.910865176,51.83204965,384,1.435728707,11726,43.84206984,169,0.631870186,30,0.112166305,2.146115307,-149,11.4,10.2,1.2,0.4,-6.7,17.4,31.8,37.4,13.4,32.6,6.3,38097,80.4,82.1,7.3,21.5,Cibola,New Mexico,6,55.7,41.1,9.9,1906,10.4,4.6,890,5,1136,31
9.810074319,10.13212221,10.85053675,10.0,9.545829893,14.21139554,6.292320396,93.05532618,117,0.966143683,343,2.832369942,100,0.825763832,28,0.231213873,2.089182494,-96,8.8,10.4,-1.6,0.4,-6.2,10.8,32.8,35.9,20.5,27.4,4.9,41592,87.7,82.1,7.3,34.2,Colfax,New Mexico,7,44.3,32.1,10.8,987,10.0,4.8,444,6,1071,31
15.43580719,13.6557639,18.81788944,14.41632785,9.875194692,10.26356777,3.30521674,85.42791836,3527,7.134332585,1050,2.123915286,923,1.867022675,124,0.250824281,3.195986811,-405,16.6,7.7,8.9,-0.3,-17.0,17.0,27.5,35.7,19.8,24.6,4.1,47202,99.6,82.1,7.3,16.6,Curry,New Mexico,9,47.6,34.4,7.1,2406,7.5,3.3,1131,5,1137,31
12.12801797,12.57720382,8.02919708,10.83660865,8.4222347,13.13868613,7.299270073,93.09376755,11,0.617630545,35,1.965188097,5,0.280741157,0,0.0,4.042672656,-32,7.2,13.9,-6.7,0.0,-10.6,13.7,39.7,36.8,9.8,33.4,4.6,35087,74.0,82.1,7.3,23.8,De Baca,New Mexico,11,51.4,34.3,11.7,149,11.2,5.0,65,6,1138,31
13.33750149,14.9359605,17.74808985,11.79466904,10.26286996,10.74925755,3.833635219,91.86013369,5224,2.40159616,5118,2.352865457,2916,1.340554059,376,0.172856079,1.871994557,1336,12.7,7.4,5.2,1.0,0.9,20.6,22.6,29.3,27.5,32.5,5.7,38409,81.0,82.1,7.3,19.6,Do̱a Ana,New Mexico,13,43.0,33.3,7.5,11305,7.3,3.8,5923,4,1139,31
14.89119171,14.15025907,13.44041451,13.85837651,11.07426598,11.90500864,3.740932642,92.8134715,1139,1.967184801,1404,2.424870466,506,0.873920553,84,0.14507772,1.775474957,695,13.9,9.3,4.6,1.9,7.5,15.5,36.9,31.7,15.9,17.0,3.3,58320,123.0,82.1,7.3,20.8,Eddy,New Mexico,15,48.6,38.0,7.2,2851,7.3,3.3,1332,5,1140,31
10.78768376,11.77868793,10.09654063,10.03437431,9.734513274,11.98712792,6.48358078,92.8874424,342,1.250639947,673,2.461054633,256,0.93615154,45,0.164557888,2.300153587,-346,9.8,11.6,-1.8,-0.1,-10.8,12.9,25.5,34.3,27.3,29.2,4.9,38341,80.9,82.1,7.3,31.8,Grant,New Mexico,17,44.3,32.6,10.1,2014,9.0,4.5,913,5,130,31
10.45841972,12.50863856,13.06150657,15.01958074,10.52752822,12.27827689,5.989403363,90.46302695,112,2.58005068,147,3.386316517,54,1.243953006,0,0.0,2.326652845,-68,10.3,11.0,-0.7,0.0,-14.9,20.1,42.0,26.2,11.6,26.9,5.5,29515,62.3,82.1,7.3,26.0,Guadalupe,New Mexico,19,50.2,37.3,8.3,260,6.6,4.1,129,6,1141,31
7.938931298,6.41221374,6.717557252,9.618320611,6.564885496,13.89312977,13.28244275,96.03053435,2,0.305343512,14,2.13740458,2,0.305343512,0,0.0,1.221374046,-32,6.0,7.5,-1.5,0.0,-46.2,12.0,32.9,30.8,24.3,22.6,5.3,37544,79.2,82.1,7.3,47.4,Harding,New Mexico,21,50.1,32.7,12.8,66,10.3,5.3,28,6,1142,31
12.71226415,12.42924528,11.60377358,10.04716981,9.363207547,14.81132075,5.849056604,94.81132075,76,1.79245283,54,1.273584906,23,0.54245283,8,0.188679245,1.391509434,-65,12.2,11.2,0.9,0.2,-15.9,20.8,33.7,31.3,14.2,33.0,3.8,39882,84.1,82.1,7.3,27.7,Hidalgo,New Mexico,23,50.3,34.6,10.3,313,9.5,4.7,144,6,1143,31
16.39683383,16.29914812,13.97623939,14.31957593,11.41055293,11.15915588,2.851560817,91.31028142,2988,4.292425048,1392,1.999683958,480,0.689546192,84,0.120670584,1.587392797,554,14.6,7.2,7.5,2.0,0.6,27.1,32.4,27.5,13.0,16.4,4.1,51656,109.0,82.1,7.3,15.5,Lea,New Mexico,25,46.1,37.9,7.1,3228,7.3,3.3,1526,5,1144,31
9.756596441,10.4315811,8.744119452,9.976477807,9.37308243,14.14911025,6.172018818,92.11495193,203,1.03804459,848,4.336265085,129,0.659644099,31,0.158519125,1.692575169,73,8.6,10.5,-1.9,1.8,5.6,8.5,29.1,33.1,29.3,26.8,4.6,45095,95.1,82.1,7.3,35.3,Lincoln,New Mexico,27,43.2,29.9,10.1,1475,9.6,4.3,639,6,138,31
