0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,80+ y/o % of total pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,% Two or more races,N_POP_CHG_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_NET_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOV517_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Percent of Population Aged 60+,COUNTY_NAME,STATE_NAME,CNTY_FIPS,anycondition_Upper 95% CI,Obesity_Upper 95% CI,Heart disease_Upper 95% CI,Heart disease_number,COPD_Upper 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code,COUNTY_NAME_N,STATE_NAME_N
12.07387553,12.66437725,12.23301784,11.6634559,13.52290812,14.55314515,3.434123461,97.13962643,130,0.544434207,78,0.326660524,232,0.971605662,20,0.083759109,0.933914063,25,11.9,12.9,-1.0,1.0,2.1,16.1,44.2,27.8,11.9,19.7,3.9,44913,80.6,74.4,6.1,22.1,Scott,Indiana,143,55.0,39.4,9.5,1596,13.4,3.6,609,2,155,14
11.91442603,12.99531317,11.76417823,11.67223555,12.56026731,14.73101159,4.097055592,96.01058462,608,1.363442693,158,0.3543157,383,0.858879196,63,0.141277779,1.271500011,189,10.9,9.9,0.9,0.6,3.4,12.0,42.7,25.9,19.4,14.7,3.1,57193,102.6,74.4,6.1,22.7,Shelby,Indiana,145,52.8,39.9,8.7,2703,11.5,3.4,1063,2,58,14
10.9706302,12.99749102,10.65085846,11.05918237,12.09721061,15.33920401,4.44728686,97.2499631,198,0.974073892,54,0.265656516,78,0.383726079,0,0.0,1.12658041,-90,9.5,11.7,-2.2,0.0,-2.2,9.9,44.9,30.3,14.9,10.9,3.3,56862,102.0,74.4,6.1,25.1,Spencer,Indiana,147,47.6,37.2,9.2,1323,11.8,3.4,504,6,566,14
11.99040767,12.95836058,11.4323087,11.26662307,12.23457598,13.93939394,3.897972531,97.64551995,101,0.440374973,112,0.488336603,53,0.231087857,0,0.0,1.194680619,-9,11.2,12.2,-1.0,0.0,0.7,15.9,42.1,31.2,10.8,19.9,4.3,49972,89.7,74.4,6.1,24.2,Starke,Indiana,149,53.8,41.8,10.1,1619,13.5,3.8,617,6,567,14
11.03914879,12.73636732,12.4819291,10.038744,11.40924073,14.43647719,4.308101544,96.9496328,284,0.821141502,126,0.364309258,215,0.621638813,19,0.054935523,1.188342104,165,11.8,10.0,1.8,0.2,3.0,9.9,38.3,31.2,20.6,14.7,2.7,58295,104.6,74.4,6.1,25.5,Steuben,Indiana,151,53.9,38.4,9.2,2268,11.4,3.4,859,5,568,14
10.22716288,11.22764621,13.43160947,13.3977767,13.6442726,13.61527308,4.267762204,93.15128081,989,4.780086999,71,0.343160947,56,0.270662156,2,0.009666506,1.445142581,-9,9.2,9.9,-0.6,-0.1,0.2,11.3,44.7,33.2,10.8,17.5,4.7,47554,85.3,74.4,6.1,21.8,Sullivan,Indiana,153,52.8,42.3,9.1,1389,11.9,3.5,537,4,569,14
13.41793412,13.48325091,10.62797425,11.62638798,12.38219651,14.52831949,3.919007185,96.74349165,139,1.297004759,31,0.289260054,42,0.391900719,5,0.046654847,1.231687972,43,11.0,10.3,0.7,0.7,3.4,16.9,48.6,24.6,9.9,28.3,3.9,47713,85.6,74.4,6.1,23.3,Switzerland,Indiana,155,54.5,42.2,10.5,771,13.8,3.8,286,6,570,14
11.71729311,15.17498239,25.52422196,11.71159504,9.991297501,9.626103353,2.885810783,83.15341262,10921,5.657142265,764,0.395756496,16527,8.561083254,107,0.05542663,2.177178733,1378,12.1,6.2,5.9,7.4,1.2,8.3,25.0,29.0,37.7,13.6,3.2,52269,93.8,74.4,6.1,15.4,Tippecanoe,Indiana,157,36.1,29.6,5.9,8250,8.0,2.6,3676,4,571,14
10.49048123,12.54627181,11.25066103,10.33183501,12.4669487,14.61528292,5.129561079,97.13114754,109,0.720518244,61,0.403225807,85,0.561872025,5,0.033051296,1.150185087,-11,10.3,10.5,-0.2,0.3,-0.5,11.6,41.1,24.3,23.0,9.9,2.8,60896,109.3,74.4,6.1,25.6,Tipton,Indiana,159,49.7,36.5,9.3,1003,11.6,3.5,381,6,572,14
10.38794941,12.12164275,12.19269575,10.77163564,12.30638056,15.90166264,4.220548529,96.61787694,67,0.952110274,21,0.298422623,34,0.483160438,3,0.042631803,1.605797925,-125,9.4,9.9,-0.4,-1.3,-17.3,11.4,48.0,23.7,16.9,15.9,3.1,50300,90.3,74.4,6.1,24.9,Union,Indiana,161,48.9,38.1,9.4,477,12.3,3.5,183,2,161,14
12.03598307,12.35591853,14.39212263,13.13172058,11.22315913,12.99357919,4.518881165,85.7951971,17605,9.727916717,544,0.300595666,2392,1.321736824,350,0.193397947,2.661155746,74,11.9,10.4,1.5,0.3,-1.0,10.3,32.5,31.0,26.3,19.4,3.2,50500,90.6,74.4,6.1,22.3,Vanderburgh,Indiana,163,46.9,36.0,8.4,10873,11.1,3.4,4493,3,573,14
11.38962465,12.84320693,11.33148136,10.85987467,12.75922217,13.60553007,4.716066929,97.49983849,75,0.484527424,59,0.381161574,40,0.258414626,8,0.051682925,1.32437496,-8,9.6,12.9,-3.3,0.5,2.8,9.7,44.2,32.8,13.4,19.4,5.5,49287,88.4,74.4,6.1,26.1,Vermillion,Indiana,165,48.6,36.7,9.6,1058,12.2,3.6,402,4,574,14
11.38230309,12.98958896,18.0312145,12.04626301,11.19978396,11.93358538,4.112267893,87.86899596,7837,7.297971803,417,0.388318775,2171,2.021678804,43,0.040042464,2.382992196,-295,11.7,11.0,0.7,1.2,-3.4,11.9,32.2,31.4,24.5,18.2,4.4,48335,86.7,74.4,6.1,20.7,Vigo,Indiana,167,48.3,33.7,8.4,6495,11.2,3.3,2649,4,575,14
10.71930946,13.44948849,12.29539642,10.51790281,11.47378517,13.57097187,6.269181586,96.63363171,260,0.831202046,228,0.728900256,181,0.578644501,8,0.025575448,1.202046036,-130,10.9,12.9,-1.9,0.1,-2.2,11.7,42.5,27.4,18.4,15.8,3.5,51487,92.4,74.4,6.1,26.6,Wabash,Indiana,169,46.9,33.5,9.6,2153,12.2,3.6,831,5,532,14
11.78748639,12.65884061,10.08108435,10.96454072,12.27157207,14.83722619,5.010286821,97.57957158,29,0.35096212,25,0.302553552,49,0.593004962,6,0.072612852,1.101294929,65,9.7,10.3,-0.6,0.4,8.5,8.5,43.2,29.5,18.9,15.1,3.2,60596,108.7,74.4,6.1,26.8,Warren,Indiana,171,49.0,37.6,9.2,534,11.5,3.4,203,6,438,14
12.03350009,14.01537552,10.60782841,12.14218358,13.22901849,13.79800853,3.946169706,93.79065642,1041,1.663816389,175,0.279700161,1669,2.667540397,29,0.046350312,1.551936324,62,10.1,9.6,0.4,0.9,0.6,7.0,31.4,32.0,29.6,7.1,2.9,75534,135.5,74.4,6.1,22.3,Warrick,Indiana,173,45.3,33.5,7.7,3327,9.7,3.0,1338,3,576,14
11.98511255,13.01578213,11.86343628,11.48767133,12.7223276,14.80513903,3.585871238,97.9279247,140,0.501019933,65,0.232616398,81,0.289875819,5,0.017893569,1.030669577,155,11.1,10.7,0.3,0.0,5.3,15.4,43.6,27.7,13.2,19.1,3.5,44534,79.9,74.4,6.1,22.9,Washington,Indiana,175,49.1,39.2,9.3,1813,12.7,3.5,692,2,64,14
11.77202135,12.80635768,12.37867023,11.40499879,11.99496481,13.59196797,5.064001456,90.52414463,3326,5.044285368,241,0.365505945,689,1.044952681,65,0.098580442,2.922530939,-242,10.8,13.3,-2.5,0.6,-1.1,13.2,38.0,30.5,18.2,21.3,3.6,45130,81.0,74.4,6.1,25.3,Wayne,Indiana,177,49.1,37.8,9.6,4488,12.4,3.7,1780,5,439,14
13.514855,13.25959016,11.44791888,11.60036872,11.28483301,13.56803517,4.924484152,97.01481954,215,0.762249167,82,0.290718287,191,0.677160888,12,0.04254414,1.212507977,192,12.9,8.7,4.2,0.6,2.7,8.9,40.0,33.0,18.1,11.1,2.8,60010,107.7,74.4,6.1,23.8,Wells,Indiana,179,47.0,34.2,8.9,1706,11.3,3.4,662,3,577,14
12.65487092,13.00294203,11.11341317,10.18522355,11.96287242,13.40902499,4.931007334,96.54000746,187,0.774872581,175,0.725148137,134,0.555256288,12,0.049724444,1.354991091,-32,12.5,11.8,0.6,0.8,-1.9,11.4,41.4,30.5,16.8,12.6,3.1,58380,104.8,74.4,6.1,26.4,White,Indiana,181,51.0,37.7,9.3,1566,11.9,3.5,600,6,163,14
12.24100487,12.94241944,11.44567706,11.66285144,12.37307038,14.05470447,4.35229207,97.22368962,155,0.454892293,147,0.431413981,195,0.572283853,14,0.041087046,1.27663321,297,11.8,9.2,2.7,0.3,6.2,7.3,39.7,32.1,20.9,8.5,2.9,67758,121.6,74.4,6.1,24.1,Whitley,Indiana,183,42.7,33.2,8.3,1980,10.6,3.2,771,3,578,14
11.41158148,11.96375478,10.16565199,11.46821464,10.09486054,14.61135495,7.546368399,97.83378168,35,0.495540139,18,0.254849214,27,0.382273821,3,0.042474869,0.991080278,10,11.3,12.3,-1.0,0.0,2.3,5.8,43.1,35.7,15.4,11.7,2.4,54282,90.4,77.9,6.5,30.0,Adair,Iowa,1,45.8,37.3,9.4,470,8.9,3.6,183,6,579,15
11.71467764,11.44032922,9.739368999,10.83676269,9.903978052,15.44581619,6.117969822,97.58573388,13,0.356652949,19,0.521262003,27,0.740740741,1,0.027434842,0.768175583,-18,9.0,11.8,-2.7,0.0,-1.9,5.9,39.1,37.3,17.7,19.7,1.9,51577,85.9,77.9,6.5,30.2,Adams,Iowa,3,50.7,41.0,9.4,244,9.0,3.6,95,6,222,15
13.28079815,12.16020821,10.11422788,10.27327935,9.825043378,13.84470792,6.058415269,95.96587623,241,1.742336611,100,0.722961249,68,0.49161365,39,0.281954887,0.795257374,28,14.2,13.2,0.9,1.4,1.2,12.3,38.9,30.2,18.5,18.3,3.1,53359,88.8,77.9,6.5,28.7,Allamakee,Iowa,5,48.9,40.6,9.9,943,9.6,3.7,362,6,580,15
11.91605693,12.32612366,10.13106055,10.55720833,10.66977567,13.63672911,6.167082094,96.67926349,103,0.828173997,39,0.313580445,84,0.675404036,8,0.064324194,1.439253839,74,10.9,12.7,-1.8,0.3,7.8,9.1,37.0,36.7,17.1,21.0,3.3,44298,73.7,77.9,6.5,30.0,Appanoose,Iowa,7,54.9,43.8,10.3,903,10.2,3.9,350,6,581,15
11.46022521,10.86087904,10.15256084,9.553214675,9.807482746,15.3650563,8.263712314,97.76607337,27,0.490374137,14,0.254268071,26,0.472212132,1,0.018162005,0.99891028,-60,11.7,11.7,0.0,0.2,-11.0,10.2,40.1,35.2,14.6,17.4,2.4,51210,85.2,77.9,6.5,31.8,Audubon,Iowa,9,50.2,38.3,9.9,391,9.7,3.8,152,6,582,15
12.32743156,13.0606037,10.12791514,11.30567038,11.89064816,15.57210826,5.202402309,97.55089307,174,0.678574214,77,0.300288589,95,0.370485922,14,0.054597925,1.045160284,9,11.7,9.6,2.1,0.3,-1.8,6.1,36.3,34.9,22.6,8.1,2.7,62799,104.5,77.9,6.5,23.3,Benton,Iowa,11,47.4,38.2,8.1,1435,8.1,3.2,578,3,112,15
12.41088152,12.78019455,18.39465893,12.15787566,10.37021932,11.2349707,4.32224639,84.5319014,12856,9.709383119,512,0.386683584,3301,2.493051779,501,0.378375929,2.500604193,-1,12.5,9.1,3.4,2.7,-3.4,8.7,30.2,32.5,28.6,17.7,2.8,52320,87.1,77.9,6.5,21.3,Black Hawk,Iowa,13,40.7,33.9,7.3,6845,7.6,3.0,2944,4,583,15
10.88210734,12.44591209,11.47802323,12.73438093,11.98663934,14.37409853,4.839444318,96.62946937,315,1.19562742,123,0.46686404,139,0.527594322,7,0.026569498,1.153875351,-130,10.1,11.1,-1.1,-0.4,-3.8,5.7,32.3,37.2,24.8,9.0,2.1,63099,105.0,77.9,6.5,24.6,Boone,Iowa,15,46.1,37.9,7.9,1473,7.9,3.2,604,5,113,15
11.73287369,14.59494128,12.81516816,11.62865274,11.32400689,12.10967251,5.611897222,96.42842827,304,1.218583397,37,0.148314427,271,1.086302962,5,0.02004249,1.098328456,125,10.4,9.0,1.4,1.4,3.7,3.8,32.3,33.5,30.3,6.0,2.0,74646,124.3,77.9,6.5,25.1,Bremer,Iowa,17,46.8,38.0,7.4,1299,7.1,2.9,531,4,584,15
13.58554649,14.68465494,10.37784801,12.33548752,11.17033822,13.44874758,4.58512194,97.47157885,118,0.55663003,55,0.2594462,129,0.60851927,3,0.014151611,1.089674041,43,12.4,9.6,2.8,0.2,-0.8,5.9,38.9,34.6,20.6,13.9,2.6,59724,99.4,77.9,6.5,22.6,Buchanan,Iowa,19,48.6,39.5,8.0,1140,8.0,3.1,454,6,585,15
14.57180235,14.14913958,13.92774479,12.59434437,10.23447721,12.0861427,4.775083023,82.92241119,704,3.542316595,123,0.618899064,1924,9.680990239,363,1.826506994,1.408875918,-228,15.0,7.5,7.6,3.1,-19.1,22.2,29.5,28.7,19.6,12.8,2.1,52683,87.7,77.9,6.5,21.0,Buena Vista,Iowa,21,46.6,35.6,8.4,1111,8.2,3.4,464,5,586,15
11.36254213,13.07517711,10.06946833,11.36254213,10.92234679,13.30903088,6.561661737,97.73712085,44,0.302634294,27,0.185707408,137,0.942293143,3,0.020634156,0.811610152,-43,9.0,12.2,-3.2,1.0,0.3,7.3,37.8,37.4,17.5,9.8,2.7,57971,96.5,77.9,6.5,29.0,Butler,Iowa,23,47.9,38.5,8.9,908,8.7,3.4,357,6,6,15
12.07340963,11.31044438,11.19703062,11.47540984,10.18661718,12.8157542,7.526549129,95.91710486,228,2.35075781,41,0.422723992,27,0.278379214,0,0.0,1.031034127,-50,10.3,13.2,-2.9,0.5,-2.3,6.0,36.4,38.1,19.5,14.4,2.5,54865,91.3,77.9,6.5,30.6,Calhoun,Iowa,25,49.2,36.5,9.5,657,9.0,3.6,256,6,7,15
13.56058351,12.99493897,10.65793391,10.99533591,10.64801032,13.68462836,6.668651384,96.79468096,257,1.275181105,65,0.322516622,110,0.54579736,4,0.019847177,1.041976779,-119,12.5,12.6,-0.1,0.2,-5.8,6.5,36.3,35.0,22.2,8.5,1.9,60531,100.8,77.9,6.5,25.9,Carroll,Iowa,27,44.2,35.5,8.4,1151,8.2,3.3,463,6,115,15
11.44624903,12.92343387,10.20881671,10.27068832,10.58778036,13.7896365,6.960556845,97.22351121,63,0.487238979,58,0.448569219,50,0.386697603,60,0.464037123,0.989945862,-196,10.8,13.9,-3.1,0.0,-12.0,11.8,37.9,30.7,19.6,15.9,2.7,50356,83.8,77.9,6.5,29.2,Cass,Iowa,29,48.0,36.9,10.1,907,10.0,3.8,353,6,488,15
11.13437483,12.93820798,10.13045579,11.65512428,12.18661083,14.91383476,5.701401192,97.106351,119,0.638857572,39,0.20937349,129,0.692543083,11,0.059054061,1.293820798,76,9.6,9.3,0.4,0.5,3.8,5.1,35.9,36.0,23.0,8.3,2.4,67597,112.5,77.9,6.5,25.7,Cedar,Iowa,31,49.3,42.3,8.0,1040,7.6,3.1,419,6,587,15
11.23408446,11.81794734,11.38415363,11.19656717,10.58691115,14.22139893,6.408422632,94.79916524,820,1.922761273,151,0.354069454,464,1.088001501,63,0.147724342,1.688278191,-350,10.2,11.7,-1.6,0.4,-6.6,6.9,30.8,39.6,22.7,12.3,2.6,51939,86.5,77.9,6.5,27.8,Cerro Gordo,Iowa,33,48.0,37.9,8.7,2652,8.5,3.5,1093,5,588,15
11.96890734,11.60674852,9.875452699,10.5909372,9.822453847,13.84153343,8.064658599,96.5462415,128,1.130642169,49,0.432823956,67,0.591820511,27,0.238494833,1.059977034,-9,11.2,13.2,-2.0,1.1,1.2,7.4,35.9,35.2,21.4,10.6,2.2,56312,93.7,77.9,6.5,31.4,Cherokee,Iowa,35,45.2,36.2,9.7,774,9.2,3.8,306,6,9,15
12.42059512,13.11434303,10.38114343,10.45636911,10.53159478,14.41825476,5.91775326,97.87696423,103,0.860916082,18,0.150451354,42,0.35105316,2,0.016716817,0.743898362,-72,11.6,9.4,2.2,0.2,-8.2,7.7,43.5,31.8,16.9,11.1,2.7,64190,106.9,77.9,6.5,27.0,Chickasaw,Iowa,37,44.6,36.7,8.9,734,8.7,3.4,287,6,589,15
14.28419824,13.71113234,10.54865754,11.85397432,11.0049878,13.20174042,5.157593123,95.15016449,127,1.347766104,99,1.050620821,77,0.817149528,18,0.191021968,1.443277088,92,13.1,10.5,2.7,0.0,7.1,10.9,41.4,30.8,16.9,14.9,2.8,52541,87.5,77.9,6.5,24.3,Clarke,Iowa,39,46.7,38.7,9.0,569,9.0,3.5,229,6,12,15
12.29081443,12.42097434,10.7288955,12.17924879,10.94582868,13.07177389,6.4646089,96.70261559,144,0.892525102,50,0.309904549,135,0.836742283,1,0.006198091,1.25201438,-19,11.7,10.3,1.4,0.7,-2.5,6.5,34.1,36.8,22.6,10.7,3.2,56338,93.8,77.9,6.5,27.8,Clay,Iowa,41,43.7,34.4,8.9,1001,8.7,3.5,401,5,13,15
11.19845067,11.93893825,9.711779449,10.07063112,10.26429711,14.45659604,6.81248576,97.57917521,161,0.917065391,35,0.199362042,46,0.262018683,16,0.091136933,0.951241741,-94,10.4,11.1,-0.7,0.6,-4.7,8.8,43.6,30.5,17.2,12.0,3.2,53968,89.8,77.9,6.5,30.3,Clayton,Iowa,43,47.8,39.6,10.0,1246,9.8,3.8,482,6,360,15
12.31136334,12.61232211,11.14407326,11.16127091,11.33539705,14.51266177,5.395760781,93.95072875,1384,2.975192399,185,0.397695516,303,0.651360764,23,0.049443226,1.975579346,-384,11.5,11.1,0.4,0.6,-8.6,8.9,37.2,34.8,19.1,15.3,3.2,51317,85.4,77.9,6.5,25.4,Clinton,Iowa,45,49.5,35.8,9.1,2969,9.1,3.5,1160,5,491,15
14.01095699,14.08672339,12.05268679,12.02354587,11.37078914,12.58305164,4.901503672,91.41508334,664,3.869914908,221,1.288028908,402,2.342930411,44,0.256440145,0.827602285,39,14.5,9.7,4.8,1.8,-2.6,22.2,36.0,29.0,12.8,15.5,3.4,54828,91.3,77.9,6.5,22.4,Crawford,Iowa,47,48.7,40.9,9.1,1046,9.3,3.6,430,6,122,15
15.87713462,13.97316478,11.83410956,16.57241073,13.87669106,11.26635618,3.052783322,90.57773342,2165,2.400754047,310,0.343756931,4532,5.025504546,68,0.075404746,1.576846307,2965,14.4,5.3,9.1,2.9,24.2,4.7,18.0,28.0,49.4,4.9,1.7,87267,145.3,77.9,6.5,16.0,Dallas,Iowa,49,36.8,31.5,5.2,3026,5.2,2.3,1410,3,23,15
16.60197405,14.92735943,11.05689254,10.72418765,10.63546634,11.91083509,5.16801597,98.02595098,20,0.221803261,28,0.310524565,29,0.321614728,0,0.0,1.120106466,26,18.5,8.8,9.8,0.0,-7.0,16.8,33.8,28.9,20.5,19.6,2.7,54830,91.3,77.9,6.5,23.9,Davis,Iowa,51,46.5,36.4,9.2,524,9.7,3.6,206,5,590,15
12.06590621,15.15842839,16.75538657,9.37896071,9.302915082,10.77313054,5.994930292,95.04435995,158,2.002534854,37,0.468948036,62,0.785804816,20,0.253485425,1.44486692,-53,11.4,10.2,1.1,1.3,-8.0,11.3,37.6,27.6,23.5,25.1,2.2,41101,68.4,77.9,6.5,25.7,Decatur,Iowa,53,44.8,34.3,9.4,519,9.5,3.6,207,6,369,15
12.49047982,13.28724588,10.22907024,10.76220048,10.94967485,15.16198957,5.682816802,97.70343898,158,0.925654696,27,0.158181499,62,0.363231589,2,0.011717148,0.837776085,-89,11.2,10.2,1.1,0.2,-6.3,8.7,43.1,31.6,16.6,11.5,2.1,61342,102.1,77.9,6.5,25.5,Delaware,Iowa,55,48.5,41.2,8.9,1048,8.9,3.4,412,6,543,15
12.20041903,12.32561705,11.16817415,11.69962696,11.27037662,13.45495426,5.649241147,89.63667024,2379,6.078491492,137,0.350043436,402,1.027134754,21,0.053656293,2.854003781,-182,10.7,10.5,0.2,0.5,-4.8,8.4,32.8,38.2,20.5,18.6,3.3,51805,86.2,77.9,6.5,26.6,Des Moines,Iowa,57,49.8,37.4,9.1,2523,9.1,3.6,1019,5,591,15
10.13816825,10.80860491,9.71258672,10.2664257,11.02431062,13.36209409,6.943391827,97.46400047,78,0.454730951,38,0.221535591,143,0.83367341,7,0.040809188,0.985250394,-20,8.4,11.0,-2.6,0.5,1.5,4.2,28.1,36.4,31.3,7.9,3.2,55603,92.6,77.9,6.5,33.0,Dickinson,Iowa,59,46.9,36.3,9.0,1116,8.4,3.6,453,5,592,15
12.44140665,13.38406261,13.5213827,12.14921428,10.60152394,13.26842464,5.081875813,92.78295166,3398,3.508373428,289,0.298387263,1315,1.357713672,430,0.443967208,1.608606769,-155,11.9,9.4,2.5,0.7,-4.1,7.6,33.0,29.0,30.5,10.6,2.4,60367,100.5,77.9,6.5,22.9,Dubuque,Iowa,61,43.7,36.5,7.5,5034,7.5,3.1,2111,4,593,15
10.56954501,13.02280342,11.72592673,11.2936345,10.72084729,13.16329839,6.484383443,94.13163298,128,1.383335135,146,1.577866638,65,0.702474873,7,0.07565114,2.129039231,-161,11.7,12.6,-1.0,0.6,-16.3,9.5,33.3,37.0,20.2,16.1,2.7,51497,85.7,77.9,6.5,26.4,Emmet,Iowa,63,49.0,38.2,9.2,612,9.0,3.6,243,6,594,15
11.1190234,12.71617497,12.23296033,10.41709054,9.88301119,14.44557477,6.403865717,95.72227874,275,1.398779247,54,0.27466938,233,1.185147508,10,0.0508647,1.368260427,-48,10.4,11.4,-1.0,1.4,-1.5,7.9,38.9,33.4,19.8,14.9,3.0,50893,84.7,77.9,6.5,27.4,Fayette,Iowa,65,47.8,38.4,9.2,1300,8.9,3.6,513,6,28,15
12.10583085,12.96872026,11.06528774,10.72266988,10.59577438,14.02195292,6.027536324,93.95342935,432,2.740942834,53,0.336273079,234,1.484677368,17,0.107861176,1.376816192,0,12.2,11.9,0.3,2.3,-0.2,10.7,34.0,35.3,19.9,16.2,2.7,53811,89.6,77.9,6.5,27.8,Floyd,Iowa,67,49.3,39.5,9.7,1058,9.7,3.8,418,6,379,15
12.18885816,13.03832477,10.24298696,11.00355591,10.64796523,13.58158831,6.045041486,96.06874753,117,1.155669696,65,0.64203872,59,0.582773607,12,0.118530225,1.432240221,-35,12.9,11.3,1.6,0.9,-5.0,9.4,36.0,36.9,17.7,15.6,2.1,59367,98.8,77.9,6.5,28.1,Franklin,Iowa,69,53.0,43.7,9.8,686,9.5,3.8,270,6,29,15
12.04061204,12.22651223,9.495209495,10.66781067,10.82511083,13.68511369,6.535106535,96.996997,58,0.829400829,27,0.386100386,31,0.443300443,3,0.042900043,1.301301301,41,12.2,12.0,0.1,0.4,5.9,7.5,35.9,37.3,19.3,15.6,1.9,54658,91.0,77.9,6.5,29.1,Fremont,Iowa,71,49.7,38.9,9.6,471,9.4,3.7,186,6,244,15
12.71573321,12.7714063,10.07682886,10.43313662,10.74490591,13.47288721,6.536020488,97.06046097,48,0.534461641,47,0.523327024,44,0.489923171,5,0.055673088,1.336154103,12,12.6,12.7,-0.1,-0.1,1.7,6.3,39.5,34.0,20.1,15.6,2.3,51861,86.3,77.9,6.5,28.6,Greene,Iowa,73,54.1,40.2,9.2,577,9.0,3.6,227,6,31,15
11.93107932,13.12581274,10.63881664,11.50845254,11.21586476,13.52405722,6.201235371,98.08192458,64,0.520156047,16,0.130039012,43,0.349479844,7,0.056892068,0.861508453,-18,10.4,10.2,0.2,0.0,-1.6,5.8,30.8,35.3,28.0,8.3,2.5,65060,108.3,77.9,6.5,27.1,Grundy,Iowa,75,44.9,37.6,8.2,691,7.6,3.2,278,4,500,15
11.25932836,13.35820896,9.328358209,10.37313433,11.27798507,14.30037313,6.436567164,97.32276119,64,0.597014925,40,0.373134328,43,0.401119403,8,0.074626866,1.231343284,53,10.6,12.3,-1.8,0.8,6.6,7.2,38.6,34.5,19.8,11.7,2.6,60306,100.4,77.9,6.5,29.7,Guthrie,Iowa,77,46.8,39.4,9.3,694,9.0,3.6,274,3,595,15
12.23916533,12.58025682,10.44676297,11.57035848,11.26270733,14.15195292,6.326912788,94.00080257,209,1.397806314,76,0.508293205,354,2.367576244,1,0.006688068,1.718833601,-117,12.4,11.9,0.5,0.9,-8.3,6.5,31.4,37.8,24.3,11.4,2.7,56738,94.5,77.9,6.5,26.5,Hamilton,Iowa,79,44.9,37.6,8.4,879,8.1,3.3,356,6,306,15
11.06235997,12.8360717,10.16616878,10.82897685,10.91299477,13.84428678,6.917475728,97.07804332,109,1.017550411,31,0.289395071,62,0.578790142,9,0.084017924,0.952203137,-61,10.1,11.2,-1.0,0.2,-4.7,6.6,36.5,33.8,23.1,10.5,2.3,60859,101.3,77.9,6.5,27.9,Hancock,Iowa,81,46.7,36.7,8.9,671,8.5,3.4,265,6,389,15
10.3094617,12.58596158,10.86080152,11.26986009,10.89044344,13.77163861,6.959924117,95.75527626,261,1.547308513,71,0.420915343,168,0.995968698,7,0.041498696,1.239032488,-139,9.6,13.3,-3.7,0.8,-4.4,8.4,34.4,37.5,19.8,13.7,2.8,55303,92.1,77.9,6.5,28.0,Hardin,Iowa,83,49.4,36.5,9.0,1096,8.6,3.5,431,6,501,15
12.24706382,13.07485496,10.09622188,10.86033678,11.87208151,14.71628697,5.334654026,97.53077685,60,0.424508278,50,0.353756898,50,0.353756898,0,0.0,1.337201075,5,11.6,11.3,0.3,-0.1,0.2,8.2,38.0,35.0,18.8,12.1,2.2,60044,100.0,77.9,6.5,26.6,Harrison,Iowa,85,48.2,36.0,8.8,863,8.9,3.4,342,3,548,15
11.66591917,12.81207953,13.13599442,11.87521802,11.82040165,13.31041013,5.018189067,92.38052524,561,2.795634624,77,0.383714556,523,2.606268999,31,0.154482484,1.679374097,7,11.3,9.9,1.4,1.1,-1.0,7.1,37.7,35.2,20.1,12.2,2.5,55856,93.0,77.9,6.5,23.8,Henry,Iowa,87,45.7,38.3,8.1,1161,8.1,3.2,469,6,33,15
13.22520954,13.57352781,10.09034505,10.86317623,10.36246871,13.92184609,6.313268749,97.77947099,56,0.609556983,19,0.206813976,31,0.33743333,6,0.065309677,1.001415043,-32,12.3,12.8,-0.5,-0.4,-2.8,9.7,40.8,34.6,14.9,12.8,2.5,53500,89.1,77.9,6.5,26.8,Howard,Iowa,89,46.6,37.8,9.3,577,9.1,3.6,226,6,133,15
12.26563318,12.92552634,9.846024929,12.10851576,10.20215775,13.56447051,6.91316644,97.01476904,65,0.680842149,33,0.345658322,49,0.513250236,2,0.020948989,1.424531266,-31,11.2,12.1,-0.9,0.4,-2.4,7.8,35.9,35.4,20.8,11.3,2.5,60166,100.2,77.9,6.5,26.6,Humboldt,Iowa,91,48.4,36.3,9.4,621,9.2,3.6,245,6,177,15
13.11211811,12.99517614,9.969302734,11.1679579,9.808507528,13.28753106,6.958047069,97.44189446,30,0.438532378,24,0.350825903,42,0.61394533,4,0.058470984,1.096330946,-15,10.8,15.8,-5.0,0.3,2.8,6.5,38.3,36.2,19.0,11.6,2.0,60312,100.4,77.9,6.5,28.9,Ida,Iowa,93,46.4,36.4,9.1,426,8.8,3.5,168,6,596,15
